105/06/01,10000,8100,0.81,0.81,0.81,0.81,-0.02,1
105/06/02,20000,15800,0.79,0.79,0.79,0.79,-0.02,1
105/06/03,20000,15800,0.79,0.79,0.79,0.79,0.00,1
105/06/04,0,0,---,---,---,---,---,0
105/06/06,92000,77280,0.84,0.84,0.84,0.84,+0.04,4
105/06/07,132000,115680,0.85,0.89,0.85,0.88,+0.04,10
105/06/08,26000,23410,0.90,0.91,0.90,0.91,+0.03,5
105/06/13,420000,385600,0.91,0.93,0.91,0.91,0.00,10
105/06/14,210000,188500,0.89,0.91,0.89,0.90,-0.01,5
105/06/15,866000,797600,0.91,0.94,0.91,0.92,+0.02,33
105/06/16,452000,413120,0.93,0.93,0.91,0.92,0.00,15
105/06/17,58000,51620,0.89,0.89,0.89,0.89,-0.03,5
105/06/20,294000,277500,0.90,0.98,0.90,0.97,+0.08,11
105/06/21,230000,212900,0.95,0.95,0.92,0.92,-0.05,5
105/06/22,65000,62150,0.92,0.97,0.92,0.97,+0.05,5
105/06/23,47000,44410,0.97,0.98,0.93,0.96,-0.01,6
105/06/24,317000,296710,0.93,1.00,0.92,1.00,+0.04,11
105/06/27,238000,223120,0.94,0.94,0.91,0.93,-0.07,4
105/06/28,1000,940,0.94,0.94,0.94,0.94,+0.01,1
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,111000,107210,0.97,0.97,0.91,0.91,-0.03,3
105/07/05,4000,3640,0.91,0.91,0.91,0.91,0.00,1
105/07/06,287000,274830,0.95,0.97,0.94,0.97,+0.06,10
105/07/07,72000,68180,0.93,0.97,0.93,0.97,0.00,4
105/07/11,282000,276330,0.97,1.01,0.93,1.01,+0.04,11
105/07/12,80000,79810,1.02,1.02,0.99,0.99,-0.02,5
105/07/13,70000,67100,0.97,0.97,0.93,0.93,-0.06,3
105/07/14,15000,13790,0.93,0.93,0.91,0.92,-0.01,3
105/07/15,0,0,---,---,---,---,---,0
105/07/18,0,0,---,---,---,---,---,0
105/07/19,5000,4300,0.86,0.86,0.86,0.86,-0.06,1
105/07/20,0,0,---,---,---,---,---,0
105/07/21,0,0,---,---,---,---,---,0
105/07/22,0,0,---,---,---,---,---,0
105/07/25,70000,55800,0.80,0.80,0.79,0.79,-0.07,2
105/07/26,0,0,---,---,---,---,---,0
105/07/27,1000,740,0.74,0.74,0.74,0.74,-0.05,1
105/07/29,0,0,---,---,---,---,---,0
105/08/01,110000,77800,0.71,0.71,0.68,0.68,-0.09,2
105/08/02,11000,7370,0.67,0.67,0.67,0.67,-0.01,1
105/08/03,0,0,---,---,---,---,---,0
105/08/04,0,0,---,---,---,---,---,0
105/08/05,0,0,---,---,---,---,---,0
105/08/09,0,0,---,---,---,---,---,0
105/08/10,0,0,---,---,---,---,---,0
105/08/11,0,0,---,---,---,---,---,0
105/08/12,5000,3000,0.60,0.60,0.60,0.60,0.00,1
