105/06/01,1715000,1252650,0.69,0.74,0.69,0.72,+0.03,17
105/06/02,1750000,1229590,0.72,0.73,0.69,0.69,-0.03,26
105/06/03,132000,87740,0.67,0.67,0.64,0.64,-0.05,4
105/06/04,0,0,---,---,---,---,---,0
105/06/06,5000,2700,0.54,0.54,0.54,0.54,-0.05,1
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,10000,4800,0.48,0.48,0.48,0.48,0.00,1
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,290000,104400,0.36,0.36,0.36,0.36,-0.10,2
105/06/24,20000,4800,0.24,0.24,0.24,0.24,-0.12,1
105/06/27,100000,23000,0.23,0.23,0.23,0.23,-0.01,1
105/06/28,310000,84600,0.25,0.29,0.25,0.28,+0.05,8
105/06/29,145000,33650,0.28,0.28,0.21,0.21,-0.07,6
105/06/30,110000,24000,0.21,0.23,0.21,0.23,+0.02,4
105/07/01,0,0,---,---,---,---,---,0
105/07/04,100000,16000,0.16,0.16,0.16,0.16,-0.04,1
105/07/05,0,0,---,---,---,---,---,0
105/07/06,150000,26500,0.18,0.18,0.17,0.17,0.00,2
105/07/07,0,0,---,---,---,---,---,0
105/07/11,100000,14000,0.14,0.14,0.14,0.14,-0.03,1
105/07/12,1000,150,0.15,0.15,0.15,0.15,+0.01,1
105/07/13,0,0,---,---,---,---,---,0
105/07/14,0,0,---,---,---,---,---,0
105/07/15,1000,160,0.16,0.16,0.16,0.16,0.00,1
105/07/18,0,0,---,---,---,---,---,0
105/07/19,0,0,---,---,---,---,---,0
105/07/20,0,0,---,---,---,---,---,0
105/07/21,0,0,---,---,---,---,---,0
105/07/22,0,0,---,---,---,---,---,0
105/07/25,0,0,---,---,---,---,---,0
105/07/26,0,0,---,---,---,---,---,0
105/07/27,0,0,---,---,---,---,---,0
105/07/29,0,0,---,---,---,---,---,0
105/08/01,0,0,---,---,---,---,---,0
105/08/02,0,0,---,---,---,---,---,0
105/08/03,0,0,---,---,---,---,---,0
105/08/04,0,0,---,---,---,---,---,0
105/08/05,0,0,---,---,---,---,---,0
105/08/09,0,0,---,---,---,---,---,0
105/08/10,0,0,---,---,---,---,---,0
105/08/11,0,0,---,---,---,---,---,0
105/08/12,0,0,---,---,---,---,---,0
