105/06/01,20000,9000,0.45,0.45,0.45,0.45,+0.03,1
105/06/02,0,0,---,---,---,---,---,0
105/06/03,150000,60000,0.40,0.40,0.40,0.40,-0.02,1
105/06/04,152000,56260,0.37,0.38,0.37,0.38,-0.02,2
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,30000,10500,0.35,0.35,0.35,0.35,-0.01,2
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,2000,740,0.37,0.37,0.37,0.37,+0.01,1
105/06/20,0,0,---,---,---,---,---,0
105/06/21,248000,104260,0.42,0.43,0.42,0.42,+0.04,3
105/06/22,238000,90720,0.38,0.39,0.38,0.39,-0.03,4
105/06/23,10000,3700,0.37,0.37,0.37,0.37,-0.02,1
105/06/24,20000,6600,0.35,0.35,0.31,0.31,-0.06,2
105/06/27,50000,15900,0.31,0.32,0.31,0.32,+0.01,2
105/06/28,10000,3300,0.33,0.33,0.33,0.33,+0.01,1
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,15000,5100,0.34,0.34,0.34,0.34,0.00,1
105/07/05,155000,52700,0.34,0.34,0.34,0.34,0.00,2
105/07/06,125000,39500,0.31,0.32,0.31,0.32,-0.02,4
105/07/07,260000,85650,0.32,0.33,0.32,0.33,+0.01,6
105/07/11,600000,188000,0.32,0.32,0.31,0.31,-0.02,3
105/07/12,15000,4800,0.32,0.32,0.32,0.32,+0.01,1
105/07/13,10000,2900,0.29,0.29,0.29,0.29,-0.03,1
105/07/14,10000,2900,0.29,0.29,0.29,0.29,0.00,1
105/07/15,270000,78200,0.29,0.29,0.28,0.28,-0.01,3
105/07/18,130000,41600,0.32,0.32,0.32,0.32,+0.04,2
105/07/19,200000,64000,0.32,0.32,0.32,0.32,0.00,1
105/07/20,45000,12600,0.28,0.28,0.28,0.28,-0.04,2
105/07/21,15000,4200,0.28,0.28,0.28,0.28,0.00,1
